-100.198,-1184.16
-105.355,-1184.11
-110.516,-1184.04
-115.684,-1183.97
-120.855,-1183.89
-126.022,-1183.82
-131.167,-1183.76
-136.269,-1183.72
-141.271,-1183.73
-146.354,-1183.81
-151.459,-1184.0
-156.512,-1184.31
-161.655,-1184.77
-166.774,-1185.22
-171.801,-1185.56
-176.905,-1185.79
-181.994,-1185.92
-187.078,-1186.0
-192.123,-1186.03
-197.167,-1186.02
